URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.org/fhir/CodeSystem/location-type-cs,0.1.0,active,,LocationTypeCS,Organisaation tilatyypit,"Organisaation sisäiseen käyttöön tarkoitettu koodisto eri tilatyypeille, joita käytetään Location-resurssissa.","ValueSet/location-type-vs"
